2010CensusBG,TotPop,EmploymentMix,EmploymentHHMix,IntersectionDensity,ProximitytoTransit,PopDensity,ResDensity,WalkIndex,MedHV,MedRent,MedRent12,MedIncome,MedYrsLived,MedAge,Percent65,Percentage of Households with a person over 65,Percentage of Elderly Population: Female,Percentage of Elderly Population below poverty line,Percentage of Elderly Population living with family,Percentage of Elderly Population not working in the past year
530330230002,1197,0.435509918,0.364097272,106.6704389,639.71,9.64921,3.796807,11.66666667,596100,2750,33000,60809,13,44.8,0.232323232,36.88%,0.658450704,0.032608696,0.704225352,0.968309859
530330230003,1646,0.704606198,0.908660254,143.5789603,210.56,6.779805,2.875033,18,608400,1981,23772,103056,4,36.7,0.140947752,22.49%,0.517241379,0,0.754310345,0.793103448
530330230004,1222,0.615765328,0.41160339,64.12152498,972.31,6.1486,2.128362,11.33333333,750900,3146,37752,54962,13,44.3,0.163666121,25.06%,0.52,0.05,0.91,0.73
530330231001,1106,0.398540594,0.257786784,107.9558122,119.36,11.215239,4.167688,13.33333333,668500,1721,20652,93929,10,40.5,0.222423146,23.54%,0.589430894,0.31300813,0.459349593,0.703252033
530330231002,1563,0.398245775,0.353222464,121.582477,144.84,11.716802,4.070521,14,582000,2403,28836,50208,12,35.2,0.117722329,26.11%,0.586956522,0,0.869565217,0.744565217
530330231003,1474,0.364914791,0.594375814,30.58125166,1194.94,5.168192,1.952974,10,864100,2278,27336,68958,15,46.8,0.250341997,46.82%,0.576719577,0.092896175,0.793650794,0.71957672
530330232011,1299,0.558009043,0.682083138,101.3402335,480.12,8.787496,3.260641,14.33333333,593600,1867,22404,36705,7,33.9,0.042340262,9.75%,0.763636364,0.218181818,1,0.672727273
530330232012,2606,0.117600754,0.417436896,121.1099279,396.97,22.553653,9.874796,12.66666667,690200,1670,20040,72292,6,33.7,0.10437452,20.69%,0.5,0.382352941,0.650735294,0.805147059
530330232013,2734,0.676866772,0.557191695,80.88024617,292.36,24.922198,12.032663,14.83333333,266300,1730,20760,69402,4,30.6,0.054133138,12.02%,0.77027027,0.283783784,0.108108108,0.925675676
530330232021,2168,0.848288709,0.892752843,391.0513141,464.03,15.610774,7.394956,18.66666667,396400,1537,18444,29130,8,33.9,0.1900369,39.93%,0.648058252,0.126213592,0.240291262,0.895631068
530330232022,1351,0.664410193,0.627614047,58.65331851,431.84,8.714205,3.031589,13.33333333,616600,2243,26916,41923,11,37.1,0.157503715,31.91%,0.448598131,0.113207547,0.780373832,0.73364486
530330232023,1205,0,0.161071424,204.5867439,626.3,41.25064,17.801106,11.5,277800,1130,13560,30030,8,33.5,0.094605809,19.32%,0.543859649,0.684210526,0.447368421,1
530330233001,2044,0.670969587,0.375942142,100.2242503,425.14,7.488098,2.432533,13.5,635800,NA,NA,63672,10,39.7,0.106098166,19.13%,0.539419087,0.107476636,0.780082988,0.829875519
530330233002,1200,0.298914682,0.483862027,135.6423881,634.35,7.762898,2.911087,12.66666667,496400,2385,28620,88051,16,35.8,0.15,34.89%,0.488888889,0.077777778,0.672222222,0.588888889
530330233003,1858,0.827325426,0.768198182,142.2636215,189.1,10.858704,3.950745,18.16666667,492700,2038,24456,51921,12,47,0.201829925,36.39%,0.602666667,0.112,0.637333333,0.936
530330233004,1619,0.555453614,0.308758617,118.2572206,517.67,12.083137,4.686974,12.83333333,606300,1863,22356,36770,13,40.9,0.140210006,31.10%,0.370044053,0,0.792951542,0.872246696
530330234011,1109,0.651715241,0.628920943,106.9945626,712.13,9.076184,3.510985,14.33333333,641300,NA,NA,112159,8,39.2,0.23534716,42.89%,0.536398467,0.072796935,0.689655172,0.965517241
530330234012,1517,0.884444537,0.769630048,55.93509459,329.92,2.967976,1.349969,15.33333333,532800,1190,14280,46727,10,41,0.163480554,27.59%,0.657258065,0.189516129,0.580645161,0.850806452
530330234013,1354,0.823456673,0.83921642,129.2706847,307.12,6.046439,2.112235,17.66666667,614900,1340,16080,36522,8,35.5,0.0605613,11.42%,0.512195122,0.12195122,0.695121951,0.841463415
530330234031,1553,0.705490844,0.523598668,56.86921609,863.68,5.042646,2.120314,12.16666667,837600,1879,22548,50700,8,41.7,0.162910496,24.69%,0.584980237,0.110671937,0.90513834,0.786561265
530330234032,1382,0.656987954,0.768384676,186.8292986,704.09,4.758103,1.65604,16.33333333,582100,2607,31284,55125,11,39.2,0.195778748,38.73%,0.50929368,0.078066914,0.460966543,0.795539033
530330234033,1322,0.731173145,0.390217065,52.25290359,627.64,7.356523,3.049451,12,841100,2559,30708,59602,13,45.3,0.164901664,27.46%,0.582568807,0.077981651,0.798165138,0.729357798
530330234041,1911,0.637364272,0.287616765,54.46808414,705.43,8.555887,3.205659,11,684700,2120,25440,58550,12,40.4,0.155416013,28.86%,0.569023569,0,0.831649832,0.592592593
530330234042,1527,0.229562791,0.514101958,76.58141157,591.43,8.485349,2.678414,11.33333333,781000,NA,NA,59125,15,40.4,0.072691552,15.15%,0.387387387,0,0.927927928,0.495495495
530330235001,1313,0.227751764,0.434337141,68.27569473,696.04,6.571896,2.547673,10.16666667,857500,NA,NA,87639,10,41.9,0.150038081,31.25%,0.492385787,0.050761421,0.756345178,0.685279188
530330235002,1172,0.369005226,0.435263262,102.4878181,105.95,8.89745,4.236158,13.5,704400,1768,21216,72063,10,41.6,0.112627986,18.07%,0.409090909,0,0.666666667,0.742424242
530330235003,1303,0.615679236,0.377541255,86.02488175,0,6.082105,2.688636,14.16666667,763300,1804,21648,59015,8,39.2,0.175748273,26.33%,0.502183406,0,0.873362445,0.825327511
530330236011,1523,0.744756886,0.751593133,86.16931405,464.03,7.58281,3.544951,15.5,394400,1215,14580,50192,7,36.6,0.164149705,23.19%,0.432,0.104,0.732,0.624
530330236012,1594,0.903800994,0.782265864,94.88874066,677.27,4.415481,2.102478,15.66666667,600000,1764,21168,61955,6,38.9,0.137390213,21.65%,0.561643836,0.168949772,0.529680365,0.726027397
530330236013,1135,0.46064777,0.484032571,54.72977134,960.24,3.730647,1.252314,10.5,862200,2853,34236,106708,9,44.1,0.159471366,29.92%,0.61878453,0.016574586,0.685082873,0.817679558
530330236031,1416,0.620583089,0.724450853,67.22534347,634.35,7.179935,2.90544,13.16666667,918200,1369,16428,55172,7,34.4,0.09039548,15.61%,0.5078125,0.1796875,0.984375,0.765625
530330236032,2431,0.096244932,0.540577325,172.008906,622.28,41.885856,20.158968,13.16666667,NA,1858,22296,54857,3,30.2,0.013574661,3.09%,0.424242424,0,0,1
530330236033,1412,0.707912802,0.46940471,90.33033691,607.53,8.417795,3.326579,13.5,599200,1725,20700,65735,7,46.6,0.288243626,47.85%,0.712530713,0,0.823095823,0.707616708
530330236034,1390,0.78237323,0.267405129,99.44406282,563.27,18.505704,6.12419,13.33333333,602000,1626,19512,NA,6,23.9,0.017985612,5.43%,1,0,0,1
530330236041,3216,0.593320536,0.159524284,79.07635666,352.71,14.769847,5.786694,11.83333333,588800,1695,20340,38723,4,32.1,0.099191542,16.12%,0.523510972,0.02507837,0.865203762,0.724137931
530330236042,1176,0.751717069,0.735072639,161.67147,343.33,9.477471,3.263925,17.33333333,576000,1868,22416,45829,15,43,0.125,30.70%,0.775510204,0,0.80952381,0.884353741
530330236043,1407,0.496901732,0.719595451,79.17488052,606.19,6.213552,3.546185,13.16666667,484100,1798,21576,71094,7,52.2,0.220326937,34.40%,0.664516129,0.016129032,0.493548387,0.903225806
530330236044,817,0.420753485,0.383619395,193.6556769,434.52,9.384412,4.215519,13.83333333,490300,1616,19392,37398,8,27.8,0.170322581,32.06%,0.492424242,0,0.651515152,0.825757576
530330237001,879,0.82379103,0.843256168,127.2944013,1052.78,1.073677,0.418966,16,974400,2500,30000,60500,15,51.5,0.220705347,35.63%,0.577319588,0.010309278,0.690721649,0.690721649
530330237002,1953,0.693515747,0.769527587,41.3292509,-99999,3.859577,1.298383,8.833333333,996900,2829,33948,119167,16,43,0.137224782,29.53%,0.585820896,0.026119403,0.76119403,0.768656716
530330237003,1593,0.662235222,0.589895352,78.86229212,-99999,3.380311,1.648777,8.833333333,468400,1926,23112,45673,4,32.1,0.079096045,12.03%,0.619047619,0.087301587,0.571428571,0.587301587
530330238011,1936,0.77077941,0.900000937,78.7421254,388.92,7.893313,3.669412,16,796000,1861,22332,71875,5,35.5,0.095557851,17.38%,0.545945946,0.059459459,0.767567568,0.648648649
530330238012,1138,0.617286756,0.741468483,46.71008866,1201.64,2.895983,1.582866,12.16666667,397900,1761,21132,61469,5,31.6,0.054915855,9.75%,0.919354839,0,0.5,0.629032258
530330238031,2717,0.846915339,0.917672319,343.7105327,187.76,33.407242,22.783813,19.66666667,715500,2209,26508,100456,4,33.3,0.102686787,14.96%,0.741935484,0.114695341,0.383512545,0.749103943
530330238032,2622,0.680271253,0.793944084,136.0818309,59.01,47.538841,32.417791,18,633000,1921,23052,80408,4,32.2,0.235911387,26.81%,0.603658537,0.052718287,0.599085366,0.836890244
530330238041,1880,0.701679155,0.888315866,252.3398198,258.84,21.473059,14.939766,18.66666667,609600,2047,24564,84388,4,38.1,0.209574468,30.54%,0.555837563,0.223350254,0.342639594,0.959390863
530330238042,2279,0.633076833,0.791245942,330.6843226,193.12,28.250035,16.957458,18.16666667,1023600,2049,24588,81809,5,46.3,0.205353225,22.06%,0.514957265,0,0.814102564,0.895299145
530330238043,3238,0.555156196,0.693385436,195.4284161,264.2,30.072068,22.763014,16.66666667,NA,2248,26976,88177,3,32.6,0.029647931,4.16%,0.15625,0,0.65625,1
530330239001,2078,0.804432867,0.205447511,66.49311071,568.63,12.197821,6.568509,12.33333333,947200,1497,17964,65294,8,40.2,0.22425409,30.55%,0.515021459,0.160944206,0.80472103,0.86695279
530330239002,1877,0.449256026,0.341049386,81.75325395,297.73,5.737338,2.176337,12.5,1171800,NA,NA,106618,13,41.9,0.122535962,21.59%,0.447826087,0,1,0.639130435
530330239003,2048,0.557629046,0.277063629,90.40316861,339.3,6.678514,2.481616,12.33333333,1205100,2094,25128,102100,10,44.3,0.142578125,28.05%,0.650684932,0.01369863,0.72260274,0.623287671
530330239004,1064,0.563121753,0.408270411,48.08787567,-99999,3.994313,1.768159,6.166666667,1195700,1806,21672,129605,11,50.1,0.188909774,33.12%,0.567164179,0,0.572139303,0.706467662
530330240001,2021,0.72504739,0.765200816,67.83794487,575.34,4.584815,2.164232,14.33333333,1097400,2156,25872,84761,7,43,0.191489362,27.56%,0.625322997,0,0.785529716,0.829457364
530330240002,1657,0.730123436,0.435320609,94.18303887,360.76,5.786671,2.224568,14.5,1157400,NA,NA,73679,17,42.4,0.2009656,42.16%,0.564564565,0,0.564564565,0.714714715
530330240003,1937,0.839575091,0.319203969,170.8684265,356.74,16.452388,9.742328,15.83333333,610900,2219,26628,105960,5,38.3,0.145585958,20.77%,0.595744681,0,0.29787234,0.666666667
530330240004,2059,0.580409914,0.57542317,122.9039652,252.13,7.622128,3.705561,15.16666667,1506100,1568,18816,99063,6,43.1,0.126760563,19.50%,0.54789272,0,0.651340996,0.708812261
530330241001,1074,0.635697005,0.356928738,58.36014589,753.71,5.563046,2.248009,11.16666667,"2,000,000+",3500,42000,112614,13,50.5,0.20018622,35.20%,0.56744186,0.023255814,0.855813953,0.8
530330241002,883,0.762341643,0.530906831,75.03699245,1162.75,2.934896,1.253064,13.16666667,"2,000,000+",2225,26700,96154,17,51.3,0.271282633,47.66%,0.518828452,0.09623431,0.836820084,0.686192469
530330241003,1742,0.45788025,0.639616216,101.7109827,177.03,4.933902,1.676734,14.5,1735200,2926,35112,127708,12,44.5,0.175660161,32.81%,0.5,0.045751634,0.826797386,0.807189542
530330241004,1196,0.647444412,0.368699511,91.33855276,991.09,5.277135,2.1488,11.83333333,"2,000,000+",2500,30000,130938,13,46.5,0.144648829,26.63%,0.479768786,0.052023121,0.878612717,0.734104046
530330242001,1567,0.629270128,0.450512395,69.95149318,238.72,3.880358,1.555115,13.66666667,"2,000,000+",3500,42000,105000,12,46.1,0.158264199,30.16%,0.379032258,0.028225806,0.758064516,0.842741935
530330242002,1686,0.648096249,0.436974928,46.62889581,969.63,3.508654,1.367251,10.83333333,1818500,2650,31800,101894,13,47.1,0.224792408,37.32%,0.564643799,0.044854881,0.80474934,0.783641161
530330243001,1735,0.806454186,0.465287098,146.6101696,301.75,5.204963,1.736988,16.33333333,1285200,NA,NA,103996,11,41.4,0.105475504,25.22%,0.404371585,0,0.754098361,0.568306011
530330243002,2319,0.852084296,0.827917936,169.6198902,296.39,13.553423,8.369341,18.5,717400,2679,32148,60093,5,48.4,0.262613195,43.12%,0.589490969,0.11001642,0.256157635,0.722495895
530330243003,1216,0.607809645,0.432784185,88.43342134,700.06,6.378056,2.643536,12.33333333,1010600,2765,33180,63229,20,49.1,0.266447368,46.83%,0.564814815,0,0.75308642,0.611111111
530330243004,2046,0.744148017,0.834205981,157.1682096,528.4,12.151667,7.679426,17,665300,1659,19908,69191,5,53.1,0.309127584,38.88%,0.598802395,0.135399674,0.525449102,0.71257485
530330243005,1420,0.542421142,0.378523027,136.2282244,524.38,8.633676,3.459551,13.5,1697100,2733,32796,92396,11,45.6,0.219014085,37.38%,0.52733119,0.041800643,0.742765273,0.633440514
530330244001,1176,0.677818131,0.60357654,70.60789319,-99999,5.119441,2.85139,9,932700,2255,27060,110859,10,54.4,0.394759825,66.84%,0.598343685,0.042035398,0.387163561,0.838509317
530330244002,1941,0.318658038,0.509415845,76.25376645,764.44,10.350596,4.900669,11,1027800,1767,21204,53810,4,33.8,0.072127769,13.27%,0.521428571,0,0.421428571,0.428571429
530330245001,2527,0.831037614,0.352837281,44.00190795,-99999,5.853733,1.948156,7.666666667,1199700,3378,40536,97981,11,44.1,0.155124654,32.24%,0.5,0.089285714,0.81377551,0.441326531
530330245002,1351,0.495383722,0.582050874,122.2982735,371.49,5.452134,2.199418,14.5,958500,3100,37200,75357,16,49.5,0.191709845,33.81%,0.436293436,0.042471042,0.803088803,0.783783784
530330245003,1317,0.570203642,0.439673543,78.38771573,449.28,4.987084,1.840336,12.33333333,1225900,3159,37908,89643,11,47.2,0.220197418,40.65%,0.496551724,0.106896552,0.94137931,0.720689655
530330246011,1722,0.555885518,0.167636183,47.96773721,512.31,4.448767,1.782607,10,1224400,2750,33000,89167,14,47.8,0.191056911,32.10%,0.474164134,0.030395137,0.881458967,0.726443769
530330246012,1285,0.613773413,0.326736558,74.41631882,591.43,4.308238,1.552307,12,1165600,3500,42000,123125,17,46.4,0.20077821,36.50%,0.503875969,0,0.856589147,0.817829457
530330246013,1566,0.602061062,0.366458167,80.26541351,1161.41,5.306228,2.053368,11.33333333,1311400,NA,NA,94215,19,51.4,0.24201788,39.44%,0.53298153,0.07651715,0.823218997,0.612137203
530330246021,939,0.708944473,0.770054121,88.19983937,548.52,4.409654,1.582591,15,1214800,NA,NA,94048,15,43.6,0.169329073,28.19%,0.528301887,0,0.805031447,0.65408805
530330246022,2256,0.621246792,0.26518609,50.62362583,120.7,6.689218,2.280146,12.66666667,1320500,NA,NA,107083,15,44.1,0.125886525,22.22%,0.514084507,0.01056338,0.908450704,0.626760563
530330246023,676,0.654099447,0.417780963,12.90481389,678.61,4.087169,1.638495,10,"2,000,000+",2117,25404,126161,8,50.5,0.205621302,36.40%,0.589928058,0,0.762589928,1
530330247011,1038,0.367833022,0.445180609,65.08416699,116.68,2.958226,1.402165,12.5,600200,1810,21720,51981,11,46.5,0.217726397,38.36%,0.67699115,0,0.637168142,0.747787611
530330247012,1996,0.738159193,0.434066769,56.43856253,694.7,13.742679,4.68876,12.16666667,539400,1655,19860,34583,8,32.6,0.104208417,22.91%,0.668269231,0.043269231,0.658653846,0.591346154
530330247013,1034,0.648761663,0.33039379,102.5914893,379.54,7.766711,2.824258,13.5,650000,2321,27852,61635,12,40.2,0.111218569,19.07%,0.617391304,0.339130435,0.486956522,0.739130435
530330247021,2214,0.780861044,0.409633835,52.35470823,-99999,5.027763,1.741777,8,628800,1757,21084,55119,7,32.8,0.103589278,16.43%,0.585062241,0,0.742738589,0.755186722
530330247022,1273,0.633340807,0.199606813,101.0932962,575.34,8.783003,3.180648,12.33333333,610400,1369,16428,47109,18,46.4,0.184603299,33.62%,0.714893617,0.153191489,0.561702128,0.889361702
530330247023,1852,0.688011117,0.196094416,56.33912774,1162.75,4.902714,1.776307,10.66666667,627500,NA,NA,67647,14,44.6,0.152267819,27.57%,0.553191489,0.070921986,0.695035461,0.829787234
530330247024,1334,0.371840031,0.158795814,100.7306199,-99999,5.895334,2.629478,6.166666667,585700,3160,37920,64185,12,49.9,0.281109445,41.25%,0.504,0,0.898666667,0.666666667
530330247025,1059,0.39893738,0.631788978,45.69578655,-99999,3.334314,1.599463,6.666666667,783700,NA,NA,101583,11,52.5,0.141643059,21.06%,0.5,0,0.753333333,0.7
530330248001,1029,0.856639143,0.917214374,87.88817559,874.41,4.279977,1.788523,15.33333333,544000,2036,24432,63895,12,42.9,0.106425703,19.02%,0.697674419,0.29245283,0.465116279,0.534883721
530330248002,2508,0.470404605,0.641001357,94.83033266,299.07,7.266399,2.538025,14.16666667,601600,2582,30984,49427,8,45.5,0.141547049,30.71%,0.690140845,0.197183099,0.814084507,0.718309859
530330248003,2453,0.688028082,0.807491593,191.2452316,270.91,7.221898,3.200246,18,388400,1824,21888,32250,4,32.5,0.072564207,13.90%,0.606741573,0,0.691011236,0.668539326
530330249011,1138,0.212366734,0.513092394,82.80587937,748.34,7.747956,2.777826,11.16666667,875000,NA,NA,83454,14,45.4,0.143233743,24.75%,0.552147239,0,0.840490798,0.950920245
530330249012,1891,0.386289495,0.385454315,102.3638402,333.94,8.720502,3.075925,12.33333333,1045000,3309,39708,81759,17,48.4,0.225277631,37.75%,0.55399061,0,0.884976526,0.746478873
530330249013,1045,0.637779537,0.386085659,85.49023304,814.06,7.015955,2.349841,12.33333333,1009600,NA,NA,95156,14,47,0.204784689,37.43%,0.434579439,0.042056075,0.897196262,0.859813084
530330249014,1354,0.687896777,0.357289148,76.78277499,791.26,6.873219,2.274152,12.16666667,856100,1900,22800,95972,11,40.1,0.094452774,17.63%,0.589041096,0,0.678082192,0.691780822
530330249021,1166,0.613407976,0.205267064,99.48988989,323.21,7.950534,2.782005,12.83333333,801700,2140,25680,50536,16,42.7,0.164665523,34.11%,0.520833333,0.057291667,0.848958333,0.677083333
530330249022,1628,0.444278068,0.180859344,106.5246329,1062.17,8.333561,3.132764,11,863100,2305,27660,81923,15,43.8,0.129331683,23.64%,0.444976077,0,0.80861244,0.645933014
530330249023,1271,0.646881817,0.17807356,87.19878951,364.78,9.272897,3.078806,12.5,722200,2386,28632,64750,7,36.3,0.120377655,22.55%,0.522875817,0,0.803921569,0.928104575
530330249031,1774,0.369351434,0.591548281,78.19440728,-99999,6.711585,2.648314,7.333333333,847700,NA,NA,78545,12,43.3,0.124577227,27.01%,0.352941176,0,0.814479638,0.488687783
530330249032,2276,0.147013754,0.247932745,61.128616,-99999,6.37987,2.197635,5,1074100,3173,38076,80125,14,45.6,0.137521968,27.74%,0.517571885,0,0.936102236,0.875399361
530330249033,1477,0.438600485,0.461246113,92.67247566,-99999,9.43344,2.854941,7.5,898300,NA,NA,92857,15,43.6,0.113744076,25.28%,0.523809524,0,0.880952381,0.678571429
530330249034,1587,0.442307538,0.334427216,58.7823208,-99999,8.3156,2.871423,5.833333333,902100,NA,NA,61250,18,50,0.175803403,32.48%,0.487455197,0.014336918,0.860215054,0.781362007
530330250011,985,0.574937051,0.31774333,35.49094789,-99999,4.601317,1.630314,5.666666667,691500,NA,NA,74531,14,40.8,0.163451777,37.54%,0.645962733,0,0.763975155,0.944099379
530330250012,1635,0.73589888,0.765720435,132.1880541,382.22,7.730864,3.437516,17.16666667,605400,1731,20772,54486,7,37.9,0.143119266,22.06%,0.418803419,0,0.867521368,0.675213675
530330250013,1373,0.66088932,0.184726197,109.7170759,702.75,8.729069,3.191546,12.5,627200,2339,28068,61607,17,48,0.202476329,28.88%,0.553956835,0,0.78057554,0.931654676
530330250014,1134,0.607309365,0.158332759,69.62510204,1074.24,9.077327,3.025776,10.33333333,661500,NA,NA,75694,14,38.4,0.136684303,28.31%,0.548387097,0,0.819354839,0.670967742
530330250031,962,0.607915484,0.237353115,56.92105417,-99999,3.981502,1.79209,6.333333333,970100,NA,NA,130313,22,57.4,0.299376299,44.33%,0.517361111,0.0625,0.763888889,0.864583333
530330250032,1261,0.69300813,0.387860399,61.67866416,-99999,4.624171,1.521833,7.666666667,1063000,NA,NA,70556,11,40.3,0.042823156,9.25%,0.314814815,0.037037037,0.962962963,0.314814815
530330250033,1363,0.313174396,0.402478785,45.06797267,846.25,6.198823,2.824262,9.166666667,576300,2168,26016,51731,6,40,0.110785033,18.28%,0.668874172,0,0.529801325,0.629139073
530330250034,1472,0.578231317,0.149066582,54.29436064,-99999,3.772061,1.555463,5.833333333,1103000,NA,NA,100357,10,44.1,0.16576087,33.97%,0.504098361,0,1,0.647540984
530330250035,1805,0.762254601,0.299938325,107.3679506,-99999,7.936574,3.293348,9.166666667,1431300,1957,23484,68250,5,32.7,0.093074792,12.69%,0.44047619,0,0.892857143,0.81547619
530330250051,3191,0.546635324,0.552004598,36.10555837,-99999,2.871239,0.95468,6.666666667,904200,NA,NA,88259,11,42.3,0.094849246,22.39%,0.397350993,0.029801325,0.874172185,0.804635762
530330250052,1942,0.760076481,0.69633187,44.03028015,-99999,9.731905,5.201708,9,392500,1649,19788,60938,6,35.7,0.097322348,17.85%,0.73015873,0.126984127,0.312169312,0.751322751
530330250061,1295,0.266646093,0.361582591,31.36026973,-99999,3.341165,1.132642,4.5,1068900,NA,NA,121417,10,35.4,0.147490347,25.74%,0.534031414,0,1,0.408376963
530330250062,3038,0.548267049,0.467796925,61.27171975,-99999,10.044562,4.622218,7.166666667,724700,1956,23472,76667,6,38.4,0.133311389,23.95%,0.585185185,0,0.545679012,0.861728395
530330250063,1831,0.729178182,0.301310113,11.087136,-99999,1.064324,0.41794,5.666666667,845700,NA,NA,89219,13,42.6,0.090660841,15.11%,0.602409639,0,0.855421687,0.921686747
530330251011,2132,0.549997957,0.551109704,140.2658349,449.28,13.345345,4.093741,14.66666667,394300,1527,18324,27315,4,32.4,0.086772983,21.10%,0.518918919,0.291891892,0.610810811,0.454054054
530330251012,1288,0.760641876,0.473932355,102.1099778,455.98,15.801333,7.005094,14.5,353700,1234,14808,37011,7,33.9,0.159161491,28.60%,0.468292683,0,0.853658537,0.541463415
530330251013,1155,0.691767967,0.242764001,100.220098,354.06,8.791333,2.473752,13.5,479100,NA,NA,63971,14,32.8,0.102164502,22.77%,0.652542373,0,0.881355932,1
530330251014,2100,0.844370506,0.299106731,66.54845459,764.44,6.303513,2.014122,12.5,551100,NA,NA,70208,13,39.8,0.116190476,23.25%,0.479508197,0,0.766393443,0.590163934
530330251021,1469,0.653665813,0.477314555,56.65555375,-99999,2.728283,1.125486,7.5,375500,1645,19740,36481,11,34,0.100068074,16.61%,0.476190476,0,0.530612245,0.56462585
530330251022,1377,0.741987541,0.821031505,279.6346381,426.48,11.792231,5.129663,18,372900,1673,20076,41044,7,33.5,0.031227306,7.85%,0.395348837,0,0.604651163,0.395348837
530330251023,3538,0.642863671,0.219242959,65.8383575,671.9,5.636598,1.731764,11,569800,1950,23400,79722,7,32.8,0.077032405,20.33%,0.32103321,0,0.859778598,0.819188192
530330251024,1494,0.783038534,0.455812054,125.8703438,327.23,8.313158,3.750381,15.5,383500,1839,22068,38884,10,39.8,0.168674699,27.04%,0.416666667,0,0.825396825,0.698412698
530330252001,1204,0.433467737,0.213009594,85.20770718,240.06,7.403015,3.105085,12.16666667,409600,2202,26424,58375,9,40.4,0.098837209,17.62%,0.361344538,0.109243697,0.798319328,1
530330252002,2882,0.478121184,0.244547323,96.60345628,870.39,10.19182,3.373697,10.83333333,325300,2126,25512,50761,8,32.2,0.092990978,16.67%,0.611940299,0.145522388,0.694029851,0.787313433
530330252003,1441,0.516188409,0.126793474,92.91284073,69.74,10.816352,3.865664,13.16666667,380100,1390,16680,23468,8,38,0.041637752,6.80%,0.816666667,0,1,0.766666667
530330252004,2164,0.727312891,0.49641144,113.2268825,407.7,10.966927,4.571242,14.66666667,369400,1274,15288,60294,6,36.8,0.122920518,26.83%,0.770676692,0.097744361,0.484962406,0.763157895
530330252005,1294,0.412504546,0.180305604,75.84718296,-99999,4.618086,1.673788,5.833333333,408800,2778,33336,56000,15,47.7,0.187789799,39.66%,0.419753086,0.037037037,0.798353909,0.888888889
530330253011,1546,0.512473277,0.476930229,149.5566879,-99999,7.795232,3.690886,9,696200,2058,24696,53354,5,40.2,0.094924192,12.57%,0.625,0,0.791666667,0.881944444
530330253012,1776,0.330707215,0.314284936,98.13999882,918.67,8.480929,3.667429,10.5,564000,1820,21840,62712,8,45.6,0.186936937,25.65%,0.548192771,0,0.852409639,0.768072289
530330253013,3008,0.34176617,0.49738641,132.8218734,136.79,6.461706,3.714192,14.66666667,351500,1473,17676,37416,3,31.5,0.040558511,7.02%,0.844262295,0.090163934,0.131147541,0.819672131
530330253021,1874,0.651582891,0.703670808,63.23400067,213.24,5.939021,3.606513,15,300000,1394,16728,47063,5,44.8,0.256136606,38.21%,0.704166667,0.333333333,0.364583333,0.866666667
530330253022,1971,0.769024477,0.926559617,126.1561994,301.75,4.854761,2.416297,17.66666667,NA,1231,14772,29559,3,41.9,0.177574835,32.74%,0.657142857,0.057142857,0.231428571,0.831428571
530330253023,1738,0.827801594,0.942093823,177.3529677,407.7,7.084014,3.652058,18.16666667,357100,1037,12444,25530,4,26.8,0.049528302,10.17%,0.666666667,0,0.488095238,0.511904762
530330254001,1481,0.660462613,0.706288551,277.1610275,360.76,8.988031,3.969056,17.33333333,329100,1414,16968,29800,8,37.9,0.175557056,37.07%,0.657692308,0.411538462,0.438461538,0.657692308
530330254002,2055,0.520334157,0.451243132,208.6302622,116.68,18.408886,8.071244,16,214600,1201,14412,34047,6,29.9,0.03406326,8.36%,0.8,0,0.428571429,0.8
530330254003,3227,0.569963062,0.32359778,120.1127576,409.04,17.109696,6.53742,13.16666667,346200,1586,19032,37279,5,29.9,0.059807871,14.11%,0.751295337,0.07253886,0.725388601,0.797927461
530330254004,682,0.302350978,0.384012935,152.8710411,190.44,7.750129,4.875081,14.16666667,195500,1014,12168,43125,10,40.6,0.086510264,14.87%,0.338983051,0,0.389830508,0.813559322
530330255001,1960,0.815122648,0.427652392,241.2760521,223.97,24.347829,12.211182,17.5,300000,1315,15780,31147,5,32.1,0.054591837,8.03%,0.682242991,0,0.934579439,0.785046729
530330255002,1541,0.578524844,0.56874246,113.0026244,221.28,10.285074,3.844388,15.16666667,381500,1349,16188,31771,11,40.1,0.115509409,22.22%,0.595505618,0.02247191,0.398876404,0.91011236
530330255003,1293,0.802812773,0.211965216,122.2916032,257.5,9.553857,3.509731,15,271400,1661,19932,33667,11,37.7,0.146945089,27.37%,0.589473684,0.036842105,0.815789474,0.857894737
530330256011,1407,0.831490042,0.640708283,127.3489924,339.3,11.831724,3.380493,16.66666667,384600,NA,NA,49235,10,37.2,0.046197584,13.68%,0.461538462,0,0.769230769,0.876923077
530330256012,1853,0.828963249,0.26637263,234.1279179,549.86,18.891236,9.175452,15.66666667,58600,1127,13524,32102,7,38.2,0.160820291,31.19%,0.634228188,0.140939597,0.483221477,0.755033557
530330256013,2384,0.608058968,0.496643661,80.96165225,665.2,4.945218,1.487299,12.66666667,432000,2260,27120,46507,9,37.5,0.064597315,14.27%,0.525974026,0.24025974,0.662337662,0.902597403
530330256021,1837,0.6077221,0.49893199,75.77898623,0,5.294647,2.037733,14.33333333,428100,NA,NA,57250,9,36.2,0.081110506,16.52%,0.610738255,0.080536913,0.44966443,0.818791946
