2010CensusBG,TotPop,EmploymentMix,EmploymentHHMix,IntersectionDensity,ProximitytoTransit,PopDensity,ResDensity,WalkIndex,MedHV,MedRent,MedRent12,MedIncome,MedYrsLived,MedAge,Percent65,Percentage of Households with a person over 65,Percentage of Elderly Population: Female,Percentage of Elderly Population below poverty line,Percentage of Elderly Population living with family,Percentage of Elderly Population not working in the past year
530330097011,2041,0.569605766,0.511668939,172.0304344,164.96,17.835864,8.756264,15.66666667,695800,1386,16632,51500,7,41.6,0.119549241,17.24%,0.475409836,0.008196721,0.426229508,0.864754098
530330097012,779,0.364764408,0.466767044,129.168557,119.36,15.21162,8.689565,14.33333333,721900,1379,16548,71285,6,37.7,0.152759949,22.70%,0.714285714,0.142857143,0.420168067,0.43697479
530330097013,1330,0.612754986,0.189138543,202.467226,186.42,20.568988,12.867216,15.16666667,578700,1409,16908,69469,6,45.5,0.169924812,21.41%,0.650442478,0,0.836283186,0.694690265
530330097014,2083,0.446015166,0.332988159,120.9426085,355.4,12.095776,5.441067,13.16666667,684100,1646,19752,69792,11,52.6,0.256841095,38.95%,0.536448598,0,0.674766355,0.863551402
530330097021,1494,0.68525655,0.437692964,156.3711294,214.58,13.859399,5.000145,16.16666667,599600,NA,NA,80893,19,41.2,0.135876841,34.51%,0.75862069,0.0591133,0.305418719,0.512315271
530330097022,896,0.506940151,0.229900463,96.44950114,435.86,9.879229,4.641915,11.83333333,577000,2259,27108,73750,12,47.3,0.220982143,36.58%,0.691919192,0,0.51010101,0.52020202
530330097023,824,0.692250975,0.247168922,186.8463834,303.09,10.252933,4.218136,15.5,596700,NA,NA,82705,12,39,0.084951456,15.63%,0.414285714,0,1,0.6
530330097024,1112,0.615154324,0.15202739,168.7336779,285.66,11.885922,4.361022,14.33333333,683400,NA,NA,65515,12,41.2,0.116007194,23.04%,0.503875969,0,0.728682171,0.875968992
530330097025,1270,0.500912057,0.13296619,85.27045873,458.66,10.453026,6.057817,11.33333333,697900,1648,19776,72315,12,42.9,0.21496063,30.85%,0.494505495,0,0.681318681,0.597069597
530330098001,1163,0.677133642,0.645441983,273.900474,258.84,10.83881,6.393314,17.66666667,686600,1263,15156,57375,10,39.5,0.096302666,15.88%,0.946428571,0.026785714,0.160714286,0.589285714
530330098002,1187,0.393966353,0.147349229,137.7747449,753.71,15.331439,6.66472,11.5,622400,1963,23556,87431,15,40.4,0.179443976,26.16%,0.549295775,0,0.727699531,0.544600939
530330098003,1637,0.609606094,0.549203115,205.57896,674.58,15.930937,6.082367,15,636800,1818,21816,76736,13,41.5,0.128894319,27.04%,0.44549763,0,0.630331754,0.630331754
530330098004,1550,0.390523364,0.607072894,189.2789372,280.29,15.507822,8.034052,15.33333333,525000,1231,14772,45536,8,45.2,0.249677419,39.05%,0.620155039,0,0.612403101,0.710594315
530330098005,1664,0.638467507,0.565311411,133.6001329,42.92,22.649996,9.378514,16.5,526900,1494,17928,52633,8,36.5,0.080528846,12.91%,0.507462687,0,0.701492537,0.798507463
530330099001,1258,0.759472348,0.516518384,114.0029636,757.73,12.01139,6.082079,14.5,650000,1309,15708,55417,8,43.6,0.12718601,15.02%,0.49375,0.11875,0.8125,0.7625
530330099002,1613,0.648634431,0.571088759,97.34913109,323.21,8.28012,4.10156,14.5,402200,1204,14448,44115,7,36.5,0.070055797,8.06%,0.548672566,0,0.761061947,0.743362832
530330099003,1791,0.61120045,0.265010361,39.68855123,299.07,29.022562,15.524073,11.33333333,369900,1546,18552,58125,6,35,0.070910106,13.26%,0.74015748,0,0.157480315,0.488188976
530330099004,1518,0.550564843,0.75450359,104.8438422,97.9,1.555304,0.805315,16.33333333,472700,1530,18360,51757,5,38.9,0.112292359,18.83%,0.183431953,0,1,1
530330100011,1050,0.630454201,0.696247941,73.34645364,476.1,8.334758,3.484722,14.16666667,471000,1737,20844,31821,11,41.1,0.181904762,33.26%,0.57591623,0.052356021,0.638743455,0.680628272
530330100012,1333,0.701349063,0.634402484,213.8763318,101.93,9.11545,3.569591,17.83333333,488300,1375,16500,45536,8,38.3,0.140711462,27.92%,0.43438914,0.061797753,0.56561086,0.556561086
530330100013,2133,0.115640631,0.459812248,160.385387,347.35,20.106414,7.644773,13.5,508800,773,9276,23614,10,27.8,0.100328176,25.20%,0.817757009,0.574766355,0.35046729,0.971962617
530330100021,790,0.610443,0.545557734,263.1812963,100.58,14.992128,6.281512,17.33333333,500000,1199,14388,62538,11,41.1,0.110126582,24.41%,0.735632184,0.08045977,0.747126437,1
530330100022,1729,0.774711013,0.596185701,259.0624723,81.81,28.27061,12.5738,18.5,517200,1228,14736,32377,7,30.5,0.057258531,8.50%,0.444444444,0.080808081,0.747474747,0.585858586
530330100023,1090,0,0.186349684,320.1875214,395.63,18.173678,6.435816,13,457000,2056,24672,53750,15,38.2,0.093577982,20.47%,0.509803922,0.078431373,0.833333333,0.715686275
530330100024,1316,0.671431367,0.458775452,306.7356465,178.37,21.998717,8.542055,16.83333333,595100,1421,17052,32422,6,37.8,0.15881459,20.16%,0.583732057,0.153110048,0.866028708,0.894736842
530330101001,1482,0.493915598,0.445382112,189.6421836,341.99,11.828237,4.716928,14.66666667,693800,NA,NA,89324,17,49.6,0.237516869,54.17%,0.514204545,0,0.741477273,0.803977273
530330101002,1224,0.790195739,0.724532034,310.1825135,413.06,13.282243,4.03676,18,498400,1130,13560,31700,18,32.3,0.04003268,9.95%,0.693877551,0.510204082,0.387755102,0.755102041
530330101003,1754,0.402951675,0.480258171,184.3770643,362.1,24.846984,8.315382,14.66666667,489100,937,11244,36133,6,29.9,0.011972634,3.58%,1,0,1,1
530330101004,2088,0.688060739,0.520691684,184.1055482,284.32,21.909193,8.048061,16.66666667,462300,1195,14340,38322,10,37,0.151483602,40.45%,0.595533499,0.192439863,0.121588089,0.712158809
530330101005,2395,0.642697895,0.626899276,204.8822277,431.84,15.985655,6.734667,16.16666667,506700,1333,15996,54688,8,39.8,0.100208768,20.17%,0.683333333,0.075,0.5125,0.883333333
530330102001,1435,0.709584391,0.554133607,167.3462702,210.56,9.435463,4.661842,17,680300,1355,16260,71250,13,47.4,0.185365854,32.40%,0.518796992,0.041353383,0.605263158,0.612781955
530330102002,895,0.517061383,0.272735724,60.35275541,513.65,6.352775,2.874719,10.5,748100,1632,19584,71591,15,46.8,0.191061453,34.07%,0.614035088,0,0.649122807,0.678362573
530330102003,1295,0.689326282,0.220857191,120.5422754,423.79,17.013795,6.188029,13.66666667,452100,1739,20868,38958,11,37.5,0.166795367,28.38%,0.537037037,0,0.851851852,0.685185185
530330102004,1137,0.555771067,0.407085147,237.9215397,265.54,11.525713,5.555049,15.5,546300,2506,30072,56111,10,39.8,0.114335972,20.80%,0.769230769,0.115384615,0.338461538,0.576923077
530330103001,973,0.285254448,0.553850747,169.4088459,590.09,12.663703,4.464183,13.5,657600,2103,25236,61741,13,41.7,0.161731207,34.69%,0.744493392,0,0.387665198,0.669603524
530330103002,1602,0.654264222,0.481590627,184.3989557,193.12,21.302087,6.675186,16.66666667,425900,1309,15708,23942,7,34.6,0.079900125,17.13%,0.5234375,0,0.8125,0.875
530330103003,1918,0.61052635,0.672926595,286.2160814,344.67,28.659722,7.441367,16.83333333,467000,1171,14052,26333,10,31.7,0.050573514,10.44%,0.463917526,0,1,1
530330103004,1624,0.818861539,0.626040851,223.1445455,240.06,20.046876,9.99875,18.5,350400,1429,17148,48364,5,39,0.045566502,9.44%,0.608108108,0,0.608108108,1
530330103005,1188,0.666571368,0.757362806,147.3469558,202.51,13.69229,9.958029,17.33333333,443500,1576,18912,59202,4,33.7,0.012626263,1.97%,1,0,0,1
530330104011,1072,0.740569531,0.414089996,102.0008254,474.76,9.46446,3.593316,14.16666667,377200,NA,NA,NA,14,38.2,0.108208955,24.03%,0.439655172,0,0.801724138,0.431034483
530330104012,1977,0.56876115,0.254394116,157.5238136,780.53,13.660681,4.684847,13,502100,1653,19836,40211,14,37.6,0.137076378,29.04%,0.601476015,0.188191882,0.719557196,0.889298893
530330104013,1333,0.414471312,0.260492873,102.9988985,584.73,10.212186,3.470458,11.33333333,379100,1423,17076,29421,12,49.9,0.257314329,47.45%,0.542274052,0.058309038,0.956268222,0.862973761
530330104021,1440,0.554952058,0.636860124,87.37258903,291.02,9.660788,3.448365,14.33333333,501900,1174,14088,33558,11,34.9,0.099305556,21.30%,0.664335664,0.104895105,0.867132867,1
530330104022,1191,0.702453595,0.260022776,104.5504062,433.18,10.421091,4.401183,13.66666667,393500,1692,20304,38250,15,43,0.170445004,30.62%,0.527093596,0.068965517,0.704433498,0.724137931
530330104023,847,0.471175961,0.349341286,148.6962858,268.22,11.351158,4.730766,13.83333333,424400,1421,17052,40221,7,37.1,0.136526946,21.81%,0.324561404,0,0.657894737,0.780701754
530330104024,1455,0.413556844,0.162377361,222.9996385,311.14,16.713103,5.272381,14,392200,2020,24240,33704,13,35.9,0.141580756,33.99%,0.587378641,0.067961165,0.834951456,0.757281553
530330105001,1124,0.528155366,0.514065367,151.3213663,282.98,16.390689,12.365929,15.33333333,NA,1838,22056,64623,6,61.6,0.376077586,42.64%,0.763157895,0.128939828,0.169172932,0.947368421
530330105002,1301,0.794538616,0.509781551,134.820708,272.25,14.502759,5.952708,16.5,584800,1353,16236,56406,8,43,0.035357417,5.62%,0.347826087,0.304347826,1,0.347826087
530330105003,1174,0.497208744,0.641395924,217.006859,494.87,12.567386,5.673522,15.33333333,560900,NA,NA,66750,12,43.2,0.241908007,33.40%,0.461267606,0,0.901408451,0.901408451
530330105004,2873,0.790582444,0.802702143,183.7758014,268.22,36.012787,21.911017,18.66666667,561500,1605,19260,55438,3,30.4,0.078313253,12.64%,0.520361991,0.153846154,0,1
530330105005,1831,0.77463554,0.759208608,274.9473328,225.31,21.063816,11.181884,19,514000,1466,17592,77014,10,43.3,0.141452758,21.69%,0.575289575,0.003861004,0.826254826,0.772200772
530330106001,1586,0.765251177,0.361122206,214.5153565,333.94,11.953955,4.92931,16,565900,NA,NA,56094,16,45.1,0.144761905,26.45%,0.442982456,0,0.780701754,1
530330106002,1223,0.636654559,0.470101629,169.9638376,312.48,20.298123,10.356524,15.66666667,527100,1176,14112,50368,6,39.7,0.013900245,2.96%,1,0,0,0
530330106003,1621,0.827074203,0.560541773,182.7202519,191.78,17.136155,9.894782,17.83333333,536000,1363,16356,64722,9,46.9,0.243676743,34.37%,0.579746835,0.040506329,0.650632911,0.718987342
530330106004,1222,0.670045064,0.459487952,169.994392,317.85,14.363344,7.08764,15.5,670100,1391,16692,59922,7,40.1,0.103109656,17.79%,0.563492063,0.158730159,0.452380952,0.857142857
530330106005,1653,0.59260378,0.42557786,71.37590913,182.39,8.94277,3.960138,13.5,912000,2343,28116,61574,11,45,0.197822142,30.87%,0.529051988,0,0.902140673,0.694189602
530330106006,1161,0.616127139,0.401004394,127.9671532,411.72,19.345034,7.514738,13.83333333,569800,1583,18996,83125,7,41.3,0.102497847,19.07%,0.420168067,0,0.56302521,0.87394958
530330107011,2348,0.702049667,0.36634629,83.63222259,147.52,10.042179,4.071616,14.66666667,443200,1205,14460,42027,7,33.5,0.042163543,9.28%,0.767676768,0,0.616161616,0.505050505
530330107012,1559,0.383189645,0.700293403,100.9024329,571.32,12.957292,5.751409,13.16666667,433300,1131,13572,62083,8,36.3,0.09472982,20.40%,0.36969697,0,0.375757576,0.751515152
530330107021,1666,0.633674126,0.137586572,149.8206465,462.69,22.550988,7.701988,13.83333333,516800,NA,NA,61862,8,32.5,0.099639856,24.02%,0.692771084,0.337349398,0.801204819,0.740963855
530330107022,1740,0.538008554,0.331466938,355.5675449,374.17,33.712267,10.733676,14.83333333,470200,376,4512,29375,9,26.7,0.048275862,14.53%,0.5,0.178571429,0.321428571,0.916666667
530330107023,1524,0.608199302,0.41687177,208.1858413,227.99,30.42272,10.859554,16,350000,736,8832,NA,6,26.4,0.066929134,16.73%,0.617647059,0.303921569,0.431372549,0.68627451
530330108001,1246,0.307273134,0.566344406,81.4308781,685.31,2.03208,0.92308,11.66666667,414000,794,9528,35774,12,47.4,0.174193548,26.74%,0.594594595,0.037037037,0.783783784,0.441441441
530330108002,1389,0.597559203,0.24408024,58.91052458,681.29,8.349878,3.02375,10.5,399300,1991,23892,62645,11,34.6,0.097912167,22.47%,0.272058824,0.066176471,0.735294118,0.742647059
530330108003,2227,0.725226468,0.218083896,85.16962285,481.46,13.329909,5.189506,12.83333333,423800,1659,19908,51377,8,37.2,0.096188748,20.10%,0.589622642,0.372641509,0.816037736,0.839622642
530330109001,672,0.307242077,0.421249669,33.51604495,320.53,1.007836,0.568408,10.33333333,370800,899,10788,39063,9,42,0.058035714,11.14%,0.384615385,0,0.358974359,0.871794872
530330109002,443,0.634136087,0.698421355,143.4752235,325.89,0.875218,0.649993,16.16666667,359800,1159,13908,48125,9,48.5,0.225733634,37.04%,0.17,0.1,0.08,0.6
530330110011,1268,0.331343404,0.124155494,214.7071609,455.98,20.182682,7.194458,12.66666667,342300,594,7128,35473,10,41.3,0.226340694,41.90%,0.445993031,0.31010453,0.930313589,0.919860627
530330110012,1121,0.790770387,0.762346608,151.3043119,304.43,13.94323,7.064902,18.16666667,391500,873,10476,26548,8,54,0.39250669,67.53%,0.522727273,0.486363636,0.238636364,0.915909091
530330110013,2388,0.410548209,0.399410769,257.8771287,363.44,20.039655,5.966581,14.5,404900,1269,15228,29627,9,33,0.084589615,25.55%,0.574257426,0.400990099,0.792079208,0.673267327
530330110021,972,0.56240485,0.747235573,59.61699533,152.89,3.935468,1.328018,14.5,388200,1781,21372,34375,16,44,0.165803109,43.14%,0.68125,0.0875,0.9375,0.9125
530330110022,2541,0.65646314,0.113185313,255.4541821,394.29,29.197204,7.227486,15,395300,1156,13872,24583,11,23.7,0.070051161,22.89%,0.45505618,0.376404494,0.735955056,0.730337079
530330110023,1252,0.540085447,0.198296877,165.0370783,265.54,17.604765,6.285407,14,426700,1107,13284,28295,11,49.8,0.271565495,49.22%,0.594117647,0.029411765,0.808823529,0.832352941
530330111011,1009,0.599351016,0.289762348,121.1543025,245.42,24.909667,11.158741,14.16666667,363800,880,10560,25990,9,36.5,0.155599604,33.49%,0.74522293,0.140127389,0.382165605,0.560509554
530330111012,1640,0.688393326,0.260146217,197.6902286,308.46,19.051848,8.340992,15.5,406800,1402,16824,33594,6,36.1,0.108536585,22.22%,0.550561798,0,0.775280899,0.640449438
530330111013,1564,0.630353704,0.100927313,123.4754851,438.55,26.622709,6.315233,13,372200,1500,18000,25469,8,33.9,0.057544757,23.76%,0.655555556,0,0.977777778,0.777777778
530330111014,1333,0.765967169,0.377252798,222.1762265,398.31,15.421449,5.402713,16.5,376400,1631,19572,41563,13,42.2,0.120030008,34.32%,0.73125,0.2125,0.69375,0.9625
530330111021,1322,0.111839272,0.503346781,78.6090919,321.87,8.498555,3.149994,11.66666667,746500,2172,26064,74460,14,56,0.184415584,34.50%,0.638297872,0.084507042,0.438829787,0.760638298
530330111022,1486,0.674413213,0.329149202,108.9095085,331.26,21.069344,6.451246,14,738100,1442,17304,37182,8,30.4,0.078061911,21.45%,0.689655172,0.051724138,0.853448276,0.862068966
530330111023,922,0.40326678,0.220639712,160.6706175,189.1,31.547786,12.865475,13.83333333,408200,1143,13716,30450,7,34.8,0.084598698,21.35%,0.064102564,0.012820513,0.935897436,0.064102564
530330111024,1017,0.64893977,0.177928107,106.540005,186.42,16.377936,6.409458,13.83333333,460000,1140,13680,28597,11,38.6,0.081612586,19.72%,0.614457831,0.168674699,0.554216867,0.78313253
530330112001,987,0.218402076,0.447527375,52.5898031,610.21,3.506401,1.701688,10.33333333,324700,NA,NA,24684,7,35.1,0.114488349,23.91%,0.486725664,0.495575221,0.407079646,0.973451327
530330112002,851,0.441378938,0.606631481,115.02146,355.4,3.20816,1.572036,14,297800,968,11616,37768,11,44.2,0.199764982,27.80%,0.376470588,0,0.894117647,0.588235294
530330112003,1867,0.269556555,0.488961395,106.2189254,213.24,14.082009,5.030905,13.5,331300,998,11976,27582,7,29.9,0.059055118,11.09%,0.267759563,0.057142857,0.49726776,0.819672131
530330113001,2266,0.281103168,0.562767862,39.92683646,772.49,6.708916,3.66237,9.833333333,457500,1041,12492,36176,6,53,0.266107679,43.33%,0.756218905,0.031509121,0.271973466,0.877280265
530330113002,1677,0.420950311,0.324075123,155.5783417,374.17,17.980941,4.964327,13.5,320800,2056,24672,33685,11,30.2,0.093023256,30.02%,0.679487179,0.064102564,0.871794872,0.91025641
530330113003,1152,0.574354477,0.201944663,127.8672798,278.95,16.840645,6.666089,13.66666667,399500,1408,16896,40027,7,32.7,0.040798611,7.24%,0.531914894,0,0.617021277,1
530330113004,747,0.535209927,0.37134436,152.9213599,367.47,8.179245,4.708267,14.33333333,422700,1301,15612,56875,14,51.9,0.196787149,28.13%,0.43537415,0.068027211,0.414965986,0.700680272
530330113005,1131,0.130414521,0.114335591,160.2614359,307.12,15.732253,6.913289,12.66666667,361300,1087,13044,34271,7,34.7,0.073909172,15.29%,0.527472527,0.120481928,0.703296703,0.373626374
530330114011,1389,0.398057911,0.187176257,242.592417,409.04,15.33699,7.850684,13.5,539700,1732,20784,40347,4,29.3,0.054194506,8.33%,0.616438356,0.191780822,0.684931507,0.753424658
530330114012,1568,0.490534087,0.142662439,77.87824462,278.95,17.344032,7.588014,11.66666667,325200,1301,15612,40750,6,32.9,0.039540816,8.33%,0.419354839,0.274193548,0.596774194,0.725806452
530330114013,1390,0.483399188,0.207188489,101.7718534,264.2,11.237201,4.527218,12.5,375000,1611,19332,34280,16,44.5,0.122302158,27.72%,0.658823529,0.111764706,0.682352941,0.7
530330114021,1400,0.594528209,0.748237979,336.8725196,156.91,13.07735,6.566698,18,338100,1118,13416,39632,8,41.6,0.130714286,23.78%,0.704918033,0.049180328,0.333333333,0.617486339
530330114022,1478,0.788873331,0.457999724,166.798699,104.61,18.637543,7.629035,17.33333333,344400,1071,12852,30844,8,32.4,0.050067659,10.41%,0.5,0.121621622,0.418918919,0.243243243
530330114023,1438,0.576733999,0.272601552,187.9006527,339.3,15.465063,8.108941,14.5,387300,896,10752,46471,7,39.1,0.233657858,41.00%,0.633928571,0.419642857,0.318452381,0.949404762
530330115001,1622,0.501904081,0.186075759,157.4196586,410.38,12.517393,4.599486,13.16666667,443800,1513,18156,55096,10,36.6,0.108508015,22.22%,0.579545455,0.056818182,0.721590909,0.613636364
530330115002,1438,0.804209983,0.225360933,131.4237914,0,10.935961,5.749365,16,448100,1510,18120,49618,11,43.2,0.114047288,20.40%,0.75,0,0.487804878,0.5
530330115003,1449,0.604619535,0.326735965,137.4813562,214.58,12.966731,6.541532,15,483200,1432,17184,55957,7,37.8,0.092477571,14.47%,0.47761194,0.074626866,0.671641791,0.611940299
530330116001,1667,0.606134739,0.230709055,147.5182667,264.2,15.479678,7.150181,14.16666667,714200,1431,17172,72734,8,41.1,0.088182364,12.86%,0.482993197,0,0.74829932,0.816326531
530330116002,1037,0.391936452,0.334072722,184.2698212,0,13.171638,6.274628,14.83333333,635600,NA,NA,70060,9,48.1,0.067502411,9.51%,0.485714286,0.328571429,0.671428571,0.671428571
530330116003,1319,0.532171917,0.322779447,126.333937,736.27,9.640699,4.297749,12.33333333,677100,1889,22668,76313,15,50.1,0.245640637,40.65%,0.611111111,0,0.709876543,0.969135802
530330116004,969,0.569252939,0.304534709,72.9902063,485.49,8.702486,3.188217,11.83333333,821600,1806,21672,68654,13,47.6,0.182662539,32.11%,0.587570621,0.237288136,0.881355932,0.937853107
530330116005,1023,0.681888215,0.596323551,193.9177511,284.32,13.046559,6.287345,17,503500,1333,15996,52917,7,45.5,0.103616813,20.71%,0.424528302,0,0.650943396,0.254716981
530330116006,1034,0.185428396,0.550711531,99.73732583,105.95,11.090927,6.071049,13.66666667,699000,1492,17904,53929,11,48.1,0.23107178,42.41%,0.702380952,0.09787234,0.285714286,0.706349206
530330117001,1450,0.718591614,0.251615322,174.180781,396.97,10.759559,3.65825,15,387800,NA,NA,25400,16,49,0.23862069,44.37%,0.439306358,0.199421965,0.563583815,0.956647399
530330117002,1824,0.299928849,0.586530217,57.78504977,383.56,4.657102,1.49109,11.83333333,372700,1340,16080,32005,14,40.8,0.133223684,31.39%,0.646090535,0.308641975,0.518518519,0.810699588
530330117003,1253,0.291136918,0.600825789,157.0392625,311.14,10.024715,3.016215,14.66666667,393400,2045,24540,39706,12,39,0.131683958,24.12%,0.56969697,0,0.896969697,0.733333333
530330117004,852,0.521719425,0.633597795,64.17887136,371.49,4.017941,1.740165,13.16666667,347000,NA,NA,31955,14,34.5,0.177230047,40.47%,0.57615894,0,0.867549669,0.814569536
530330118001,589,0.55464799,0.368064923,114.1652331,996.45,7.311458,5.039816,12,409600,1693,20316,61125,11,58.2,0.208828523,30.30%,0.723577236,0,0,0.617886179
530330118002,973,0.444687513,0.322800667,190.7963315,171.66,11.048948,4.542219,14.66666667,397600,1433,17196,43095,13,44.1,0.231243577,43.29%,0.426666667,0,0.804444444,0.706666667
530330118003,1102,0.447578675,0.545254846,139.9011725,410.38,13.137872,5.078706,14.16666667,400800,1336,16032,37468,14,43.6,0.127949183,28.17%,0.460992908,0,0.553191489,0.312056738
530330118004,1681,0.357663152,0.456656559,187.8863302,225.31,20.416407,8.392467,15,333700,793,9516,26771,8,35.9,0.100535396,20.95%,0.668639053,0.041420118,0.704142012,0.710059172
530330118005,1882,0.332870039,0.420639167,89.61590785,400.99,25.493545,6.515619,11.66666667,335400,1243,14916,30585,19,28.6,0.094580234,21.06%,0.556179775,0,1,0.797752809
530330118006,2293,0.60481684,0.604183213,220.3814303,447.93,17.186852,6.093725,16.16666667,290300,1152,13824,27986,6,28.8,0.075010903,10.78%,0.424418605,0.191860465,1,0.610465116
530330119001,2255,0.378658953,0.153850833,122.9306086,87.17,16.370266,4.798557,13.16666667,458300,1326,15912,53716,7,35.9,0.08248337,13.77%,0.333333333,0.096774194,0.779569892,0.537634409
530330119002,1312,0.510281572,0.250012931,79.43622199,681.29,9.249543,4.370973,10.83333333,397200,1468,17616,46932,12,40.9,0.150152439,29.87%,0.532994924,0.091370558,0.604060914,0.847715736
530330119003,1213,0.491347239,0.213897064,119.4486104,358.08,10.950058,4.269891,12.83333333,338900,NA,NA,33167,16,39.7,0.089035449,22.38%,0.611111111,0,0.722222222,0.703703704
530330119004,1847,0.585145638,0.411663113,101.1426757,160.93,12.328579,3.611132,14.5,317300,1270,15240,37708,21,38.6,0.124526259,24.21%,0.443478261,0.113043478,0.956521739,0.8
530330119005,1022,0.528935632,0.170414305,96.9259325,556.56,5.573204,2.672084,11.5,348600,NA,NA,31680,11,48.5,0.202544031,37.53%,0.743961353,0.217391304,0.70531401,0.676328502
530330120001,1203,0.439678425,0.106176328,111.1796448,156.91,10.444971,5.339699,13,353600,1719,20628,60398,12,49.3,0.123857024,20.00%,0.503355705,0,0.422818792,0.751677852
530330120002,1136,0.470241589,0.373751286,149.3756127,320.53,9.037176,3.96172,13.66666667,455900,1689,20268,66563,10,37,0.088028169,18.26%,0.58,0,0.56,0.88
530330120003,1283,0.459296777,0.131096723,105.9489196,97.9,10.984406,4.186574,13.16666667,538200,1733,20796,71731,11,38.3,0.135619641,28.83%,0.33908046,0,0.66091954,0.649425287
530330121001,1190,0.433803372,0.347546236,57.88710211,-99999,5.790753,2.851581,5.666666667,779400,1890,22680,85865,12,50.1,0.249357326,36.40%,0.60137457,0.037800687,0.728522337,0.810996564
530330121002,1470,0.501501302,0.217761222,61.22576006,193.12,7.122751,3.386941,11.83333333,497600,1458,17496,75945,14,47.5,0.193968472,30.40%,0.528169014,0,0.764084507,0.883802817
530330201001,1286,0.622374651,0.635300216,159.0735484,195.8,8.41569,3.101895,16.66666667,488700,1811,21732,46875,14,54.3,0.303685897,44.09%,0.586797066,0.179419525,0.359413203,0.831295844
530330201002,965,0.427962275,0.223599905,250.9466133,182.39,8.544784,3.382495,14.5,850700,1348,16176,53611,8,46.6,0.132642487,24.87%,0.5859375,0,0.65625,0.671875
530330201003,1028,0.457866997,0.336878324,132.3736847,535.11,8.761899,3.886601,12.83333333,795700,1401,16812,40978,15,58.4,0.350194553,55.58%,0.444444444,0,0.625,0.733333333
530330202001,944,0.458505763,0.342327557,129.8859689,0,7.092995,2.95291,14.16666667,505100,2514,30168,64066,16,44.5,0.203389831,35.11%,0.479166667,0.072916667,0.708333333,0.734375
530330202002,1157,0.577348525,0.490585531,123.5206554,645.08,8.370274,3.77639,13.5,418100,1910,22920,73259,6,57.3,0.385458167,57.52%,0.610169492,0.121447028,0.374764595,0.973634652
530330202003,814,0.657654143,0.371994535,62.64789651,551.2,8.778057,4.043945,12.16666667,625000,NA,NA,50132,19,54.5,0.232186732,40.00%,0.571428571,0.063492063,0.708994709,0.724867725
530330202004,1116,0.574974294,0.286340891,95.03076282,175.69,8.718361,3.429535,13.66666667,553600,NA,NA,81417,27,51.5,0.382616487,62.07%,0.566744731,0.12412178,0.840749415,0.918032787
530330202005,1364,0.725826475,0.551557863,136.5435765,69.74,10.347471,4.073748,17,710200,1315,15780,66500,7,38.5,0.079470199,14.96%,0.690265487,0.046296296,0.557522124,0.902654867
530330203001,1499,0.621669552,0.312759045,82.47028825,174.35,12.593616,6.931109,13.5,368600,1671,20052,32031,3,39.8,0.206137425,33.80%,0.67961165,0.051779935,0.485436893,0.491909385
530330203002,1185,0.468546354,0.110382312,122.5590326,160.93,10.63382,3.55358,13.5,474800,NA,NA,52045,13,32.5,0.098734177,26.70%,0.615384615,0,0.717948718,0.854700855
530330203003,815,0.74116379,0.728912488,94.62877725,370.15,5.829044,2.539032,16,405700,1679,20148,43194,6,39.6,0.136307311,21.41%,0.584745763,0,0.652542373,0.601694915
530330203004,1470,0.797076557,0.644887622,144.0917562,236.04,13.785436,5.411018,17.66666667,448700,1637,19644,46503,7,40.1,0.056462585,13.90%,0.493975904,0,0.807228916,0.542168675
530330203005,2159,0.580390489,0.694322467,201.0978019,658.49,13.934862,7.099744,15.5,289400,1188,14256,21779,7,43.4,0.24918944,37.91%,0.563197026,0.226765799,0.273234201,0.618959108
530330204011,1763,0.874643948,0.778273123,115.3279576,437.21,8.441552,3.686895,16.66666667,342300,1279,15348,36867,8,38.2,0.118451025,23.52%,0.620192308,0,0.490384615,0.475961538
530330204012,1120,0.191922454,0.460736402,80.01038882,737.62,4.542178,1.565429,10.5,376200,NA,NA,61406,22,48.4,0.139285714,22.54%,0.794871795,0.102564103,0.41025641,0.756410256
530330204013,877,0.436167482,0.224158851,93.20420661,312.48,8.512323,3.513638,12.16666667,387500,1950,23400,37457,11,38,0.143843498,28.35%,0.398496241,0,0.744360902,0.887218045
530330204021,1402,0.548465901,0.209912469,56.03304413,571.32,7.832273,2.675934,10.5,429600,1441,17292,41725,13,35.2,0.143366619,28.39%,0.467661692,0.009950249,0.696517413,0.835820896
530330204022,963,0.564774348,0.382197027,57.73978464,614.23,5.789706,2.308668,11.16666667,593300,NA,NA,61270,18,49.7,0.157397692,27.34%,0.566037736,0,0.735849057,0.849056604
530330204023,782,0.130414521,0.147177216,97.14133466,210.56,9.621024,4.392206,11.66666667,470300,1365,16380,36484,10,43.7,0.191815857,34.45%,0.386666667,0.193333333,0.693333333,0.486666667
530330204024,1130,0.54668549,0.32161125,81.03587344,540.47,7.034018,2.2845,11.83333333,491800,NA,NA,81500,16,35.6,0.196460177,36.24%,0.513513514,0.009009009,0.842342342,0.86036036
530330204025,1336,0.805330807,0.497391342,111.2028888,189.1,14.116001,7.343279,16.16666667,207400,NA,NA,44712,9,35.3,0.082335329,17.00%,0.7,0.127272727,0,0.7
530330205001,1672,0.673561306,0.340251374,55.14368696,423.79,14.400528,7.518936,12,427500,1254,15048,36383,7,42.8,0.211722488,39.42%,0.734463277,0.228813559,0.40960452,0.689265537
